,estimated_yield,matched_crop
"hemp, chanvre, hanf, hennep, canamo, canapa, hampa, kannab, kender, kenop, konoplya, asa",18548.6,chillies and peppers green capsicum spp and pimenta spp
"henbane, henblain, jusquiame noire, herbe aux poules, mort aux poules, bilsenkraut",1485.3,kenaf and other textile bast fibres raw or retted
"henequen, Yucatan sisal, henequem, jenequem, sisal branco",13822.2,edible roots and tubers with high starch or inulin content nec fresh
henna,3625.0,wheat
hepatica,3625.0,wheat
"herb Robert, Robert herb, ragged Robert, red shanks, red robin, mountain geranium, jenny wren, fox geranium, stinkender storchschnabel, erva roberta, erva de Sao Roberto, stinknÃ¤va, stinknÃ¤bba, urakatt, stinkende storkenÃ¦b, haisukurjenpolvi",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"hetero, senivakacegu",520.1,sesame seed
"high-bush blueberry, swamp blueberry, American blueberry, blueberry, mirtilho dos pantanos, airelle d'AmÃ©rique, amerikanische Blueberry, arÃ¡ndano americano",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"high-mallow, common mallow, cheeseflower, grande mauve, Malve, wilde Malve, malva silvestre, Malvae sylvestris mauritianae flos, Malvae folium",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"hoang pea, white hoary pea, white tephrosia, requie'nie, cot khi",1485.3,kenaf and other textile bast fibres raw or retted
"hoary plantain, healing herb, lamb's tongue, lingua de ovelha, calraxo",6379.6,plantains and cooking bananas
"holly oak, holm oak, holm, evergreen oak, chene vert, leccio, Steineiche, azinheira, azinho",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"hollyhock mallow, large-flowered mallow, pink mallow, European mallow, vervain mallow, sigmarswurz, vijfdelig kaasjeskruid",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"hollyhock, Malvac arboreae flos",22566.7,onions and shallots green
"holy basil, sacred basil, monk's basil, Ocimi Tenuiflori Folium, albahaca, balanoy, solasi, sulasi, kolon-kogon, biday, domele, tulsi, e do, e tia, huong nhu tÃ­a, ho kwo su, ho tu plu, kraphrao, kamangi, kamangkau, lampes, luku-luku, magau, malinau, tulsipatra, kaataigau, kolokoko, kalikago, kaluoy",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"honey-locust, three-thorned acacia, sweet locust, honey-shuck, espinheiro da Virginia",6909.3,other berries and fruits of the genus vaccinium nec
"honeysuckle, Italian honeysuckle, Italian woodbine, sweet honeysuckle, honeybind, madressilva dos jardins",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"hoop pine, colonial pine, Richmond river pine, alloa, ningwik, pien",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"hop clover, hop trefoil, large hop clover, trefle couche', feldklee, told klee, trifoglio giallo, trifoglio olandese, trebol del campo, trevo namorado, erva do amor, trebol amarillo",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"hop, houblon, hopfen, luppolo",22566.7,onions and shallots green
"horehound, common horehound, white horehound, hoarhound, hound's-bane, marrube blanc, marrube commun, Andorn, Weisser Andorn, marrubio, marrubio branco, Marrubii herba",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"horse gram, horse grain, kulthi bean, Madras gram, Madras bean, grain de cheval, dolico cavallino, hurali, kalai, kallu, kollu, kulat, kulatha, kurtikalai, muthera, muthira, muthiva, ulavalu, pÃ©-bi-zÃ¢t, kerdekorn",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"horse-chestnut, horse chestnut, conkers, ippocastano, marron d'Inde, marronnier d'Inde, castanheiro da India, castaÃ±a de Indias, Rosskastanie, RoÃ-Kastanie, Hippocastani semen, Hippocastani cortex, Hippocastani folium, Hippocastani flos",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"horseradish tree, ben oil tree, drumstick tree, clarifier tree, mother's best friend, moringa tree, cabbage tree, benzolive tree, malunggay, zogallagandi, okwe oyibo, mlonge, mzunze, ewe-igbale, meelsakboom, Aleco (Konsogna), Shiferaw (Amargna), Kalan'gi (Hamer-Bena)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"horseradish, horse radish, red cole, rabano picante, meerrettich, raifort, pepparrot, pepper rod, mierikwortel, rafano, rabano-picante, khren, wasabi, lagen, fujl har",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"horsetail, field horsetail, shavegrass, grande prÃªle, Zinnkraut, Ã¥kerfrÃ¤ken, Ã¥kersnelle, ager-padderokke, peltokorte, klÃ³elfting, Acker-Schachtelhalm, Equiseti herba",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"hound's tongue, hundtunga, hundetunge, rohtokoirankielet, echte hundszunge",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"hyacinth bean, lablab bean, field bean, pig-ears, rongai dolichos, lab-lab bean, poor man's bean, Tonga bean, dolique lab-lab, dolique d'Egypte, frijol jacinto, quiquaqua, caroata chwata, poroto de Egipto, chicarros, frijol caballo, gallinita, frijol de adorno, Faselbohne, Helmbohne, Schlangenbohne, batao, wal, sem, lubia (the Sudan)",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"hyssop, hysope, Ysop, Isop, Hyssopi herba, Aetheroleum hyssopi",3229.8,chillies and peppers dry capsicum spp pimenta spp raw
"ilama, anona blanca, ilamatzapotl, izlama, papausa",600.1,abaca manila hemp raw
"ilex, English holly, European holly, Christmas holly, Dutch holly, houx, agrifoglio, Stechpalme, Stecheiche, HÃ¼lse, azevinho, pica-folha, zebro, teio, acebo",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"indian olive, zambujeiro da India",670.3,cinnamon and cinnamontree flowers raw
indigo,742.9,fonio
"intermediate wheatgrass, reed wheatgrass",670.3,cinnamon and cinnamontree flowers raw
intip-intip,16901.4,peppermint spearmint
ipecac,20032.4,pears
"irdrape, wild turnip",36698.1,carrots and turnips
"iroko tree, African teak, Nigerian teak, odoom tree, rock elm, counter wood, muvule, mvule, loko, oji, iroko, iroco, moreira, intule, pau bicho-amarelo, mukamba-kamba, mecuco, mucuco, mucoco, mucumba'-vleme', mugunda",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"ivyleaved toadflax, kenilworth ivy",7579.2,other tropical fruits nec
"jacaranda, mimosa-leaved ebony, black poui, green ebony, palissandra, carobaguacu', jakaranda",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"jack bean, sword bean, horse gram, Brazilian broad bean, coffee bean, ensiform bean, horse bean, mole bean, bean-jack, Patagonian bean, haricot sabre, pois sabre, haricot sabre Ã  grain blanc, fÃ¨ve jacques, haricot de Madagascar, frijol papa, papa, feijao de porco, feijÃ£o espada, yang dao dou, da dao dou, dao dou, bai dao dou, jackbohne, Madagaskarbohne, schwertbohne, tachinata mame, shiro nata mame, tsurunachinata mame, jackbÃ¸nne, kara bendo, zwaardboon, kumanda guazÃº",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"jack fruit, jackfruit, jacquiet, nangka, nongko, kapiak, langka, peignai, khnadr, miiz, miiz hnang, khanun, makmi, banun, mÃ­t, Mfenesi",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
jarrah,5251.9,currants
jatobÃ¡,22803.7,potatoes
"java tea, kidney tea plant, the' de java, kumis kucing, remuk jung, balbas-pusa, kabling-gubat, ya nuat maeo, rau meo, cay bong bac",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
jejeba,470.8,jojoba seeds
"jipijapa palm, Panama hat palm, toquilla palm, ippi-appa palm, palmeira jipijapa, palmeira jijipa, palmeira carludovica, bombonaje, bombonaca, bombonassa",3229.8,chillies and peppers dry capsicum spp pimenta spp raw
"johnny-jump-up, love-in-idleness, heartsease, pansy, biddy's eyes, vild stedmoderblomst, amor-perfeito bravo, gesiggie, Ackerveilchen, Jaceae herba",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"jojoba, goat-nut, deernut, jojowi, bucknut, coffee nut, pig nut, lemon leaf, bushnut",1485.3,kenaf and other textile bast fibres raw or retted
"jungle rice, jungle grass, shama millet, awnless barnyard grass, ble' de dekkan, milha(n) da colonia, capim da colonia, milhan da colonia, watergras, swanki ghass",18548.6,chillies and peppers green capsicum spp and pimenta spp
"juniper, common juniper, horse savin, genevrier, genievre, Wacholder, ginepro comune, Baccae juniperi, Juniperi galbulus, Juniperi fructus, Aetheroleum juniperi, zimbro vulgar, zimbrao, genebreiro",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"jute, gunny, Calcutta hemp, juta",600.1,abaca manila hemp raw
"ka-aen, khing sai, krachai, wan phra athit, ra-aen, poh see, poh so roh, temu kunci",2184.4,other stimulant spice and aromatic crops nec
"kafur limuni, lemon-scented gum, lemon-scented iron gum, spotted gum, mkaratusi",3229.8,chillies and peppers dry capsicum spp pimenta spp raw
kaimi clover,5962.3,maize corn
kaki,3906.8,okra
"kaki, persimmon, Chinese persimmon, Japanese persimmon, plaqueminier, raquemine, kaki-meca, Kakifrucht, kesemek, buah kaki, buah samak, tonloÃ«p, phlap chin, thi hÃ´ng, hÃ´ng thi, oriental persimmon, sharon fruit",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"kako, kwako, sualisualo",860.6,sisal raw
"kalahari dune grass, kalahari couch, duinsteekwiet, steekwiet, duinekweek, dune bushman grass, duinriet, duinsteekriet, dunen-federgras, n!Tka",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"kaliptis, bluegum, bluegum eucalyptus, fever tree, southern bluegum, Tasmanian bluegum, turpentine gas, yukari-no-ki, eucalipto",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"kambala, pagapat, pagapato, mangrove",9920.2,mangoes guavas and mangosteens
kang kong,10207.0,string beans
kangaroo grass,80.1,vanilla raw
"kapok, kapok tree, silk-cotton tree, Java cotton, god tree, ceiba, vavau ni lokoloko, vavae, white silk-cottontree, capoc, fromager, kapokier, Kapokbaum, sumauma, sumauma da varzea, poilao da sumauma, poilao forro, mafuma, mafumeira, paina lisa, ceba, oca', arbol capoc",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"karam, haldu, aldavana, aldevane",600.1,abaca manila hemp raw
"karsatta (Konsogna), garsa (Afargna), domaye (Gamogna), garas, haras, geresa",6582.4,broad beans and horse beans green
"kassod tree, Thai copper pod, Bombay black wood, Siamese senna, iron wood, yellow cassia, Thailand shower, casse de Siam, bujuk, dulang, johar, robles, angkanh, khiz hlek, guah hitam, johor, sebusok, yaha, later, khilek, khilek ban, khilek kaen, khilek luang, khilek yai, mae khi leh, pha doh, caay muoofng den, humbo, muoofng xieem, Cassod Baum",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"kauluang, bancal, Leichhardt pine",6379.6,plantains and cooking bananas
"kauri, kauri pine",15481.4,kiwi fruit
"kava, yaqona, yangona, ava, 'ava, 'eva inu, arwa, ava-kava, kava-kava, yagona",9920.2,mangoes guavas and mangosteens
"kechemo, katchu (Adaric)",17339.4,peaches and nectarines
"kenaf, ambary, ambary hemp, brown Indian hemp, mesta hemp, bastard jute, bimli jute, bimlipatum jute, bimlipatam tree, hemp-mallow, mesta, palungi, deccan hemp, ambari, til, teel, teal, Java jute, umbaru, linho de gombo, canhamo brasileiro, papoula de Sao Francisco, stokroos, dah (West Africa), gambo (West Africa), rama (West Africa), Guinea hemp (Africa)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"khash, khashkhash abiad, khshkhash, pink jacaranda, mtafuna panya",6379.6,plantains and cooking bananas
"kiaat, wild teak, bloodwood, paddle-wood, sealing-wax tree, Transvaal teak, african teak, bloedhout, dolfhout, greinhout, kajatenhout, lakhout, wilde-kiaat, umVangati, umVangatsi, umWangati, morÃ´tÃ´, mmilo, mvhangazi, mokwa, morotÃ´madi, mutondo, muvhangazi, murotso, mukwa, umVangazi, umBilo, mninga, mutete, mtumbati",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"kidneywort, navleurt",3185.9,walnuts in shell
kikuyu,12428.8,yautia
"kinaboom, mwimbi, quinine tree, mutochi, mutoto, mpambamvula, msabua, muyesani, mwimbe, mkufi, mwembe mwitu",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"knob wood, iguga, popioe, mjafari",24724.7,pomelos and grapefruits
"knotgrass, knotweed, prostrate smartweed, bird weed, bird-grass, bird's-tongue, doorweed, renouee des oiseaux, Vogelknoeterich, corriola bastarda, escalracho, erva da muda, sempre-noiva, sanguinaria, Polygoni avicularis herba",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"koronivia grass, creeping signal grass, Amazonian kikuyu grass, false creeping paspalum, koronivia grass (En), braquiaria dulce, humidicola, kikuyu de la Amazonia, pasto dulce, pasto humidicola (Sp), capim agulha, pontudinho, quicuio de Amazonia (Pt), ya humidicola (Tha)",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"kosso, habbi, duchia (Galinya), edo (Galinya), fieto (Galinya), heto (Galinya, Kaffa)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"kudzu, acha, nepalem, kudzu vine, Japanese arrowroot, cudzu', kudzu comun, vigne japonaise, kudzu du Japon, Kopoubohne, pueraria, kuzu",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
kurrajong,5251.9,currants
kyasuma grass,860.6,sisal raw
lady's mantle,6266.0,matã leaves
"lamb's-quarters, pigweed, fat hen, frost blite, mutton tops, dirtweed, lamb's quarters, dirty dick, midden myles, baconweed, cenizo blanco, weiÃer gÃ¤nsefuÃ, svinmÃ¥lla, mjÃ¶lmÃ¥lla, vitmÃ¥lla, meldestokk, hvidmelet gÃ¥sefod, jauhosavikka, hÃ©lunjÃ³li",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"lance-leaved plantain, narrow-leaf plantain, buckhorn plantain, rat-tail plantain, English plantain, ribgrass, ribwort, ribwort plantain, ripplegrass, petit plantain, Spitzwegerich, smalblaarplantago, smalweeblaar, oorpynhoutjie, athan el-kabsh, great hen plant, plantain lancÃ©ole, oreille de lievre, tanchagem menor, corrijo', Plantaginis lanceolatae folium, oorpynynhoutjie, smalblaar-plantago, indlebe-kathekwane encane",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"langsat, duku, kokosan, duku-langsat, lansones, boboa, buahan, longkong, bÃ²nbon",6379.6,plantains and cooking bananas
"large num-num, big num-num, Natal plum, grootnoemnoem, Amatungulu, umThungulu",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
large-fruited red mahogany,2412.5,jute raw or retted
"large-leaved European linden, large-leaved lime, large-leaved linden, big-leaf linden, tilleul a grandes feuilles, tilia das folhas grandes, storbladet lind, Carbo tiliae, Tiliae officinalis flos, Tiliae folium, Tilium cortex",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"large-leaved rock fig, rock fig, grootblaarrotsvy, klipvy, inkokhokho, umbambematsheni, impayi, amphayi, nkuwamaribye, monokane, mphaya, mohawa, momelantsweng, tshikululu",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"lavandin, hybrid lavender, lavender, lavande, lavendel, lavanda",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
lavender cotton,2304.7,seed cotton unginned
"lavender cotton, garde robe, aurone femelle, santoline, Zypressengarbe, guarda roba, qaysum, baatharaan, bu'aythiran, gesoom",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"lbizia, Indonesian albizia, moluca, paraserianthes, peacock plume, white albizia, falcata, moluccan sau, jeungjing, sikat, batai, kayu machis, puah",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
